ID	Label	logical type	Subclass part of	Equivalent	Evquivalent part of	SuperClass Label	Status	Approved by
http://purl.obolibrary.org/obo/MBA_19	induseum griseum	equivalent		http://purl.obolibrary.org/obo/UBERON_0015793		induseum griseum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_190	pyramid	equivalent		http://purl.obolibrary.org/obo/UBERON_0002707		corticospinal tract	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_191	"anterior olfactory nucleus, medial part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002266			anterior olfactory nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_192	"cortical amygdalar area, anterior part, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_194	lateral hypothalamic area	equivalent		http://purl.obolibrary.org/obo/UBERON_0002430		lateral hypothalamic area	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_196	"accessory olfactory bulb, granular layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0015244		accessory olfactory bulb granule cell layer	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_196	"accessory olfactory bulb, granular layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0015244		accessory olfactory bulb granule cell layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_197	rostral linear nucleus raphe	equivalent		http://purl.obolibrary.org/obo/UBERON_0013734		rostral linear nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_198	pyramidal decussation	equivalent		http://purl.obolibrary.org/obo/UBERON_0002755		pyramidal decussation	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_199	"anterior olfactory nucleus, posteroventral part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002266			anterior olfactory nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_2	"primary somatosensory area, mouth, layer 6b"	subclass	http://purl.obolibrary.org/obo/UBERON_0008933			primary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_20	"entorhinal area, lateral part, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0007225			lateral entorhinal cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_200	"cortical amygdalar area, anterior part, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_201	"primary somatosensory area, barrel field, layer 2/3"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035874		primary somatosensory area barrel field layer 2/3	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_202	medial vestibular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001722		medial vestibular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_203	linear nucleus of the medulla	subclass	http://purl.obolibrary.org/obo/UBERON_0005290			myelencephalon 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_204	"accessory olfactory bulb, mitral layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0015432		accessory olfactory bulb mitral cell layer	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_206	nucleus raphe magnus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002156		nucleus raphe magnus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_206	nucleus raphe magnus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002156		nucleus raphe magnus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_207	area postrema	equivalent		http://purl.obolibrary.org/obo/UBERON_0002162		area postrema	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_208	"cortical amygdalar area, anterior part, layer 3"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_209	lateral vestibular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0007230		lateral vestibular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_209	lateral vestibular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0007230		lateral vestibular nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_210	lateral mammillary nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001938		lateral mammillary nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_210	lateral mammillary nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001938		lateral mammillary nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_212	"main olfactory bulb, glomerular layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0005377		olfactory bulb glomerular layer	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_212	"main olfactory bulb, glomerular layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0005377		olfactory bulb glomerular layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_214	red nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001947		red nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_216	"cortical amygdalar area, posterior part, lateral zone, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_217	superior vestibular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0007227		superior vestibular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_217	superior vestibular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0007227		superior vestibular nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_218	lateral posterior nucleus of the thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002983		lateral posterior nucleus of thalamus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_218	lateral posterior nucleus of the thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002983		lateral posterior nucleus of thalamus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_22	posterior parietal association areas	equivalent		http://purl.obolibrary.org/obo/UBERON_0035886		posterior parietal association areas	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_220	"main olfactory bulb, granule layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0005378		olfactory bulb granule cell layer	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_220	"main olfactory bulb, granule layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0005378		olfactory bulb granule cell layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_222	nucleus raphe obscurus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002684		nucleus raphe obscurus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_222	nucleus raphe obscurus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002684		nucleus raphe obscurus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_223	arcuate hypothalamic nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001932		arcuate nucleus of hypothalamus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_223	arcuate hypothalamic nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001932		arcuate nucleus of hypothalamus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_224	"cortical amygdalar area, posterior part, lateral zone, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_225	spinal vestibular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001721		inferior vestibular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_225	spinal vestibular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001721		inferior vestibular nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_226	lateral preoptic area	equivalent		http://purl.obolibrary.org/obo/UBERON_0001931		lateral preoptic nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_226	lateral preoptic area	equivalent		http://purl.obolibrary.org/obo/UBERON_0001931		lateral preoptic nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_228	"main olfactory bulb, inner plexiform layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0005379		olfactory bulb internal plexiform layer	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_228	"main olfactory bulb, inner plexiform layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0005379		olfactory bulb internal plexiform layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_229	sensory root of the trigeminal nerve	equivalent		http://purl.obolibrary.org/obo/UBERON_0009907		sensory root of trigeminal nerve	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_229	sensory root of the trigeminal nerve	equivalent		http://purl.obolibrary.org/obo/UBERON_0009907		sensory root of trigeminal nerve 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_23	anterior amygdalar area	equivalent		http://purl.obolibrary.org/obo/UBERON_0002890		anterior amygdaloid area	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_23	anterior amygdalar area	equivalent		http://purl.obolibrary.org/obo/UBERON_0002890		anterior amygdaloid area 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_230	nucleus raphe pallidus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002157		nucleus raphe pallidus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_230	nucleus raphe pallidus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002157		nucleus raphe pallidus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_231	anterior tegmental nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0010036		anterior tegmental nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_231	anterior tegmental nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0010036		anterior tegmental nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_231	anterior tegmental nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0010036		anterior tegmental nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_232	"cortical amygdalar area, posterior part, lateral zone, layer 3"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_233	"anterolateral visual area, layer 5"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035908		"anterolateral visual area, layer 5"	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_235	lateral reticular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002154		lateral reticular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_235	lateral reticular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002154		lateral reticular nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_236	"main olfactory bulb, mitral layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0004186		olfactory bulb mitral cell layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_237	solitary tract	equivalent		http://purl.obolibrary.org/obo/UBERON_0002718		solitary tract	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_237	solitary tract	equivalent		http://purl.obolibrary.org/obo/UBERON_0002718		solitary tract 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_238	nucleus raphe pontis	equivalent		http://purl.obolibrary.org/obo/UBERON_0002047		pontine raphe nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_238	nucleus raphe pontis	equivalent		http://purl.obolibrary.org/obo/UBERON_0002047		pontine raphe nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_239	anterior group of the dorsal thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002788		anterior nuclear group	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_239	anterior group of the dorsal thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002788		anterior nuclear group 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_240	"cortical amygdalar area, posterior part, medial zone, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_241	"posterior parietal association areas, layer 2/3"	subclass	http://purl.obolibrary.org/obo/UBERON_0035886			posterior parietal association areas 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_242	lateral septal nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002667		lateral septal nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_242	lateral septal nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002667		lateral septal nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_243	"dorsal auditory area, layer 6b"	subclass	http://purl.obolibrary.org/obo/UBERON_0035885			dorsal auditory area 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_244	"main olfactory bulb, outer plexiform layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0005376			olfactory bulb external plexiform layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_246	"midbrain reticular nucleus, retrorubral area"	equivalent		http://purl.obolibrary.org/obo/UBERON_0011172		retrorubral area of midbrain reticular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_246	"midbrain reticular nucleus, retrorubral area"	equivalent		http://purl.obolibrary.org/obo/UBERON_0011172		retrorubral area of midbrain reticular nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_247	auditory areas	equivalent		http://purl.obolibrary.org/obo/UBERON_0001393		auditory cortex	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_248	"cortical amygdalar area, posterior part, medial zone, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_249	"posterior auditory area, layer 6a"	subclass	http://purl.obolibrary.org/obo/UBERON_0001393			auditory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_250	"lateral septal nucleus, caudal (caudodorsal) part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002667			lateral septal nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_251	"primary auditory area, layer 2/3"	subclass	http://purl.obolibrary.org/obo/UBERON_0034751			primary auditory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_252	"dorsal auditory area, layer 5"	subclass	http://purl.obolibrary.org/obo/UBERON_0035885			dorsal auditory area 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_254	retrosplenial area	equivalent		http://purl.obolibrary.org/obo/UBERON_0013531		retrosplenial region	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_255	anteroventral nucleus of thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002685		anteroventral nucleus of thalamus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_255	anteroventral nucleus of thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002685		anteroventral nucleus of thalamus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_256	"cortical amygdalar area, posterior part, medial zone, layer 3"	subclass	http://purl.obolibrary.org/obo/UBERON_0002891			cortical amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_257	"posteromedial visual area, layer 6a"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035909		"posteromedial visual area, layer 6a"	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_258	"lateral septal nucleus, rostral (rostroventral) part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002667			lateral septal nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_259	"entorhinal area, medial part, ventral zone, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0007224			medial entorhinal cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_260	"nucleus of the lateral olfactory tract, molecular layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0002893			nucleus of lateral olfactory tract 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_261	spino-olivary pathway	equivalent		http://purl.obolibrary.org/obo/UBERON_0002719		spino-olivary tract	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_261	spino-olivary pathway	equivalent		http://purl.obolibrary.org/obo/UBERON_0002719		spino-olivary tract 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_262	reticular nucleus of the thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001903		thalamic reticular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_262	reticular nucleus of the thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001903		thalamic reticular nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_263	anteroventral preoptic nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0035974		anteroventral preoptic nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_263	anteroventral preoptic nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0035974		anteroventral preoptic nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_263	anteroventral preoptic nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0035974		anteroventral preoptic nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_264	"orbital area, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0004167			orbitofrontal cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_266	"lateral septal nucleus, ventral part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002667			lateral septal nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_268	"nucleus of the lateral olfactory tract, pyramidal layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0002893			nucleus of lateral olfactory tract 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_269	"posterolateral visual area, layer 2/3"	subclass	http://purl.obolibrary.org/obo/UBERON_0035897			posterolateral visual area 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_27	intergeniculate leaflet of the lateral geniculate complex	equivalent		http://purl.obolibrary.org/obo/UBERON_0035975		intergeniculate leaflet of the lateral geniculate complex	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_272	anteroventral periventricular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002690		anteroventral periventricular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_272	anteroventral periventricular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002690		anteroventral periventricular nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_274	"retrosplenial area, dorsal part, layer 6a"	subclass	http://purl.obolibrary.org/obo/UBERON_0013531			retrosplenial region 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_275	lateral septal complex	equivalent		http://purl.obolibrary.org/obo/UBERON_0007628		lateral septal complex	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_276	"piriform area, molecular layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0004725			piriform cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_277	spinotectal pathway	equivalent		http://purl.obolibrary.org/obo/UBERON_0002798		spinothalamic tract of pons	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_277	spinotectal pathway	equivalent		http://purl.obolibrary.org/obo/UBERON_0002798		spinothalamic tract of pons 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_279	"retrosplenial area, lateral agranular part, layer 6b"	subclass	http://purl.obolibrary.org/obo/UBERON_0013531			retrosplenial region 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_28	"entorhinal area, lateral part, layer 6a"	subclass	http://purl.obolibrary.org/obo/UBERON_0007225			lateral entorhinal cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_280	barrington's nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0007632		Barrington's nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_280	barrington's nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0007632		Barrington's nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_284	"piriform area, pyramidal layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0004725			piriform cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_286	suprachiasmatic nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002034		suprachiasmatic nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_286	suprachiasmatic nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002034		suprachiasmatic nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_287	bed nucleus of the anterior commissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002933		nucleus of anterior commissure	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_287	bed nucleus of the anterior commissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002933		nucleus of anterior commissure 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_288	"orbital area, ventrolateral part, layer 2/3"	subclass	http://purl.obolibrary.org/obo/UBERON_0004167			orbitofrontal cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_290	hypothalamic lateral zone	equivalent		http://purl.obolibrary.org/obo/UBERON_0002273		lateral zone of hypothalamus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_291	"piriform area, polymorph layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0004725			piriform cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_292	bed nucleus of the accessory olfactory tract	equivalent		http://purl.obolibrary.org/obo/UBERON_0035977		bed nucleus of the accessory olfactory tract	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_292	bed nucleus of the accessory olfactory tract	equivalent		http://purl.obolibrary.org/obo/UBERON_0035977		bed nucleus of the accessory olfactory tract 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_295	basolateral amygdalar nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002887		basal amygdaloid nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_295	basolateral amygdalar nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002887		basal amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_297	"taenia tecta, dorsal part, layers 1-4"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_3	secondary fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002817		secondary fissure of cerebellum	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_3	secondary fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002817		secondary fissure of cerebellum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_30	"periventricular hypothalamic nucleus, anterior part"	subclass	http://purl.obolibrary.org/obo/UBERON_0014667			periventricular nucleus of the hypothalamus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_301	stria terminalis	equivalent		http://purl.obolibrary.org/obo/UBERON_0003029		stria terminalis	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_301	stria terminalis	equivalent		http://purl.obolibrary.org/obo/UBERON_0003029		stria terminalis 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_303	"basolateral amygdalar nucleus, anterior part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002887			basal amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_304325711	retina	equivalent		http://purl.obolibrary.org/obo/UBERON_0000966		retina	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_305	"primary visual area, layer 6b"	subclass	http://purl.obolibrary.org/obo/UBERON_0002436			primary visual cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_306	"taenia tecta, ventral part, layers 1-3"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_308	"posterior parietal association areas, layer 6a"	subclass	http://purl.obolibrary.org/obo/UBERON_0035886			posterior parietal association areas 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_31	anterior cingulate area	equivalent		http://purl.obolibrary.org/obo/UBERON_0006101		anterior cingulate area	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_310	septofimbrial nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001878		septofimbrial nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_311	"basolateral amygdalar nucleus, posterior part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002887			basal amygdaloid nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_312	"entorhinal area, lateral part, layer 4/5"	subclass	http://purl.obolibrary.org/obo/UBERON_0007225			lateral entorhinal cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_312782604	"rostrolateral area, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0035912			rostrolateral visual area 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_312782608	"rostrolateral area, layer 2/3"	subclass	http://purl.obolibrary.org/obo/UBERON_0035912			rostrolateral visual area 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_312782612	"rostrolateral area, layer 4"	subclass	http://purl.obolibrary.org/obo/UBERON_0035912			rostrolateral visual area 	Verified	https://ror.org/03cpe7c52
